,Case 1,Case 2,P-value,Association
sq0013_27240000_27250000,0,7,0.015826016947418548,0.4031478844100375
sq0013_27690000_27700000,0,7,0.015826016947418548,0.4031478844100375
sq0013_28250000_28260000,0,6,0.03142434652178249,0.36563621206356534
sq0013_28650000_28660000,0,9,0.003823034358582083,0.4669667243342232
sq0013_28710000_28720000,0,7,0.015826016947418548,0.4031478844100375
sq0013_28900000_28910000,0,13,0.00016962883216848132,0.5659999567638938
sq0013_29200000_29210000,0,9,0.003823034358582083,0.4669667243342232
sq0013_29230000_29240000,0,7,0.015826016947418548,0.4031478844100375
sq0013_29490000_29500000,0,9,0.003823034358582083,0.4669667243342232
sq0013_29500000_29510000,0,11,0.0008486361383012883,0.5202268683827087
sq0013_29580000_29590000,0,7,0.015826016947418548,0.4031478844100375
sq0013_30320000_30330000,0,14,7.246616608760606e-05,0.5866817871284814
sq0013_30330000_30340000,0,12,0.0003848878012656882,0.5439149940775636
sq0013_30430000_30440000,0,13,0.00016962883216848132,0.5659999567638938
sq0013_30760000_30770000,0,7,0.015826016947418548,0.4031478844100375
sq0013_30940000_30950000,0,9,0.003823034358582083,0.4669667243342232
sq0013_31320000_31330000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_31340000_31350000,0,8,0.007850313216069148,0.4366480030862637
sq0013_31390000_31400000,0,10,0.0018227351663913953,0.4946847389363815
sq0013_31420000_31430000,0,11,0.0008486361383012883,0.5202268683827087
sq0013_31850000_31860000,0,12,0.0003848878012656882,0.5439149940775636
sq0013_32350000_32360000,0,12,0.0003848878012656882,0.5439149940775636
sq0013_32660000_32670000,0,9,0.003823034358582083,0.4669667243342232
sq0014_90000_100000,0,10,0.0018227351663913953,0.4946847389363815
sq0014_110000_120000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_130000_140000,0,9,0.003823034358582083,0.4669667243342232
sq0014_160000_170000,0,8,0.007850313216069148,0.4366480030862637
sq0014_270000_280000,0,6,0.03142434652178249,0.36563621206356534
sq0014_280000_290000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_290000_300000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0014_300000_310000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_590000_600000,0,6,0.03142434652178249,0.36563621206356534
sq0014_640000_650000,0,10,0.0018227351663913953,0.4946847389363815
sq0014_730000_740000,0,8,0.007850313216069148,0.4366480030862637
sq0014_870000_880000,0,8,0.007850313216069148,0.4366480030862637
sq0014_970000_980000,0,9,0.003823034358582083,0.4669667243342232
sq0014_1020000_1030000,0,10,0.0018227351663913953,0.4946847389363815
sq0014_1200000_1210000,0,9,0.003823034358582083,0.4669667243342232
sq0014_1230000_1240000,0,9,0.003823034358582083,0.4669667243342232
sq0014_1920000_1930000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_5460000_5470000,0,7,0.015826016947418548,0.4031478844100375
sq0014_8160000_8170000,0,10,0.0018227351663913953,0.4946847389363815
sq0014_14130000_14140000,0,6,0.03142434652178249,0.36563621206356534
sq0014_14170000_14180000,0,12,0.0003848878012656882,0.5439149940775636
sq0014_14180000_14190000,0,13,0.00016962883216848132,0.5659999567638938
sq0014_14380000_14390000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_14390000_14400000,0,8,0.007850313216069148,0.4366480030862637
sq0014_14550000_14560000,0,7,0.015826016947418548,0.4031478844100375
sq0014_14640000_14650000,0,7,0.015826016947418548,0.4031478844100375
sq0014_14970000_14980000,0,9,0.003823034358582083,0.4669667243342232
sq0014_14990000_15000000,0,7,0.015826016947418548,0.4031478844100375
sq0014_15030000_15040000,0,8,0.007850313216069148,0.4366480030862637
sq0014_15150000_15160000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0014_15160000_15170000,0,12,0.0003848878012656882,0.5439149940775636
sq0014_15220000_15230000,0,12,0.0003848878012656882,0.5439149940775636
sq0014_15920000_15930000,0,12,0.0003848878012656882,0.5439149940775636
sq0014_16320000_16330000,0,8,0.007850313216069148,0.4366480030862637
sq0014_16650000_16660000,0,8,0.007850313216069148,0.4366480030862637
sq0014_16870000_16880000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_16880000_16890000,0,7,0.015826016947418548,0.4031478844100375
sq0014_17040000_17050000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_18540000_18550000,0,6,0.03142434652178249,0.36563621206356534
sq0014_19450000_19460000,0,14,7.246616608760606e-05,0.5866817871284814
sq0014_20510000_20520000,0,8,0.007850313216069148,0.4366480030862637
sq0014_20760000_20770000,0,12,0.0003848878012656882,0.5439149940775636
sq0014_22040000_22050000,0,8,0.007850313216069148,0.4366480030862637
sq0014_22050000_22060000,0,8,0.007850313216069148,0.4366480030862637
sq0014_22090000_22100000,0,6,0.03142434652178249,0.36563621206356534
sq0014_22620000_22630000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_22780000_22790000,0,8,0.007850313216069148,0.4366480030862637
sq0014_26420000_26430000,0,9,0.003823034358582083,0.4669667243342232
sq0014_26550000_26560000,0,8,0.007850313216069148,0.4366480030862637
sq0014_26770000_26780000,0,8,0.007850313216069148,0.4366480030862637
sq0014_27780000_27790000,0,8,0.007850313216069148,0.4366480030862637
sq0014_29230000_29240000,0,12,0.0003848878012656882,0.5439149940775636
sq0014_30550000_30560000,0,6,0.03142434652178249,0.36563621206356534
sq0014_31340000_31350000,0,9,0.003823034358582083,0.4669667243342232
sq0014_31710000_31720000,0,8,0.007850313216069148,0.4366480030862637
sq0014_31860000_31870000,0,11,0.0008486361383012883,0.5202268683827087
sq0014_31930000_31940000,0,6,0.03142434652178249,0.36563621206356534
sq0014_33160000_33170000,0,9,0.003823034358582083,0.4669667243342232
sq0014_33440000_33450000,0,6,0.03142434652178249,0.36563621206356534
sq0014_33520000_33530000,0,14,7.246616608760606e-05,0.5866817871284814
sq0014_33530000_33540000,0,8,0.007850313216069148,0.4366480030862637
sq0015_3450000_3460000,0,10,0.0018227351663913953,0.4946847389363815
sq0015_3550000_3560000,0,9,0.003823034358582083,0.4669667243342232
sq0015_3680000_3690000,0,10,0.0018227351663913953,0.4946847389363815
sq0015_3700000_3710000,0,12,0.0003848878012656882,0.5439149940775636
sq0015_3710000_3720000,0,8,0.007850313216069148,0.4366480030862637
sq0015_3980000_3990000,0,6,0.03142434652178249,0.36563621206356534
sq0015_4030000_4040000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_4560000_4570000,0,6,0.03142434652178249,0.36563621206356534
sq0015_4580000_4590000,0,6,0.03142434652178249,0.36563621206356534
sq0015_4660000_4670000,0,14,7.246616608760606e-05,0.5866817871284814
sq0015_4820000_4830000,0,8,0.007850313216069148,0.4366480030862637
sq0015_4890000_4900000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_5980000_5990000,0,8,0.007850313216069148,0.4366480030862637
sq0015_6230000_6240000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_7730000_7740000,0,12,0.0003848878012656882,0.5439149940775636
sq0015_7780000_7790000,0,8,0.007850313216069148,0.4366480030862637
sq0015_7800000_7810000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_8290000_8300000,0,8,0.007850313216069148,0.4366480030862637
sq0015_8420000_8430000,0,9,0.003823034358582083,0.4669667243342232
sq0015_9240000_9250000,0,11,0.0008486361383012883,0.5202268683827087
sq0015_9250000_9260000,0,12,0.0003848878012656882,0.5439149940775636
sq0015_9260000_9270000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0015_9270000_9280000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0015_9300000_9310000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0015_9330000_9340000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0015_9350000_9360000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0015_9410000_9420000,0,14,7.246616608760606e-05,0.5866817871284814
sq0015_9420000_9430000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_9720000_9730000,0,8,0.007850313216069148,0.4366480030862637
sq0015_9740000_9750000,0,8,0.007850313216069148,0.4366480030862637
sq0015_9890000_9900000,0,12,0.0003848878012656882,0.5439149940775636
sq0015_11760000_11770000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_11790000_11800000,0,6,0.03142434652178249,0.36563621206356534
sq0015_11980000_11990000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_12130000_12140000,0,6,0.03142434652178249,0.36563621206356534
sq0015_12690000_12700000,0,8,0.007850313216069148,0.4366480030862637
sq0015_12900000_12910000,0,10,0.0018227351663913953,0.4946847389363815
sq0015_12930000_12940000,0,10,0.0018227351663913953,0.4946847389363815
sq0015_13060000_13070000,0,9,0.003823034358582083,0.4669667243342232
sq0015_13130000_13140000,0,6,0.03142434652178249,0.36563621206356534
sq0015_13200000_13210000,0,7,0.015826016947418548,0.4031478844100375
sq0015_13770000_13780000,0,10,0.0018227351663913953,0.4946847389363815
sq0015_13800000_13810000,0,11,0.0008486361383012883,0.5202268683827087
sq0015_14350000_14360000,0,11,0.0008486361383012883,0.5202268683827087
sq0015_14400000_14410000,0,9,0.003823034358582083,0.4669667243342232
sq0015_15130000_15140000,0,12,0.0003848878012656882,0.5439149940775636
sq0015_16440000_16450000,0,9,0.003823034358582083,0.4669667243342232
sq0015_17920000_17930000,0,12,0.0003848878012656882,0.5439149940775636
sq0015_17960000_17970000,0,9,0.003823034358582083,0.4669667243342232
sq0015_18620000_18630000,0,9,0.003823034358582083,0.4669667243342232
sq0015_18630000_18640000,0,7,0.015826016947418548,0.4031478844100375
sq0015_18730000_18740000,0,6,0.03142434652178249,0.36563621206356534
sq0015_18950000_18960000,0,9,0.003823034358582083,0.4669667243342232
sq0015_19140000_19150000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0015_19870000_19880000,0,7,0.015826016947418548,0.4031478844100375
sq0015_20280000_20290000,0,7,0.015826016947418548,0.4031478844100375
sq0015_20910000_20920000,0,11,0.0008486361383012883,0.5202268683827087
sq0015_21000000_21010000,0,7,0.015826016947418548,0.4031478844100375
sq0015_21440000_21450000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0015_21600000_21610000,0,9,0.003823034358582083,0.4669667243342232
sq0015_21960000_21970000,0,6,0.03142434652178249,0.36563621206356534
sq0015_22180000_22190000,0,6,0.03142434652178249,0.36563621206356534
sq0015_22560000_22570000,0,13,0.00016962883216848132,0.5659999567638938
sq0015_22740000_22750000,0,6,0.03142434652178249,0.36563621206356534
sq0015_24480000_24490000,0,6,0.03142434652178249,0.36563621206356534
sq0015_24860000_24870000,0,12,0.0003848878012656882,0.5439149940775636
sq0015_28220000_28230000,0,6,0.03142434652178249,0.36563621206356534
sq0015_30700000_30710000,0,14,7.246616608760606e-05,0.5866817871284814
sq0016_1400000_1410000,0,8,0.007850313216069148,0.4366480030862637
sq0016_1410000_1420000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_2640000_2650000,0,6,0.03142434652178249,0.36563621206356534
sq0016_3210000_3220000,0,6,0.03142434652178249,0.36563621206356534
sq0016_3690000_3700000,0,8,0.007850313216069148,0.4366480030862637
sq0016_5170000_5180000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_5250000_5260000,0,7,0.015826016947418548,0.4031478844100375
sq0016_5680000_5690000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_6000000_6010000,0,13,0.00016962883216848132,0.5659999567638938
sq0016_6090000_6100000,0,7,0.015826016947418548,0.4031478844100375
sq0016_7020000_7030000,0,8,0.007850313216069148,0.4366480030862637
sq0016_7810000_7820000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_7820000_7830000,0,11,0.0008486361383012883,0.5202268683827087
sq0016_8140000_8150000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_9270000_9280000,0,9,0.003823034358582083,0.4669667243342232
sq0016_10550000_10560000,0,9,0.003823034358582083,0.4669667243342232
sq0016_11260000_11270000,0,7,0.015826016947418548,0.4031478844100375
sq0016_11860000_11870000,0,13,0.00016962883216848132,0.5659999567638938
sq0016_11880000_11890000,0,9,0.003823034358582083,0.4669667243342232
sq0016_11890000_11900000,0,6,0.03142434652178249,0.36563621206356534
sq0016_12700000_12710000,0,8,0.007850313216069148,0.4366480030862637
sq0016_13370000_13380000,0,7,0.015826016947418548,0.4031478844100375
sq0016_13950000_13960000,0,6,0.03142434652178249,0.36563621206356534
sq0016_15410000_15420000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_15420000_15430000,0,7,0.015826016947418548,0.4031478844100375
sq0016_15520000_15530000,0,13,0.00016962883216848132,0.5659999567638938
sq0016_15850000_15860000,0,7,0.015826016947418548,0.4031478844100375
sq0016_15860000_15870000,0,9,0.003823034358582083,0.4669667243342232
sq0016_17150000_17160000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_18350000_18360000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_18810000_18820000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_18880000_18890000,0,7,0.015826016947418548,0.4031478844100375
sq0016_19360000_19370000,0,9,0.003823034358582083,0.4669667243342232
sq0016_19630000_19640000,0,6,0.03142434652178249,0.36563621206356534
sq0016_19670000_19680000,0,6,0.03142434652178249,0.36563621206356534
sq0016_20140000_20150000,0,11,0.0008486361383012883,0.5202268683827087
sq0016_20150000_20160000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_20170000_20180000,0,11,0.0008486361383012883,0.5202268683827087
sq0016_20650000_20660000,0,9,0.003823034358582083,0.4669667243342232
sq0016_21010000_21020000,0,8,0.007850313216069148,0.4366480030862637
sq0016_21150000_21160000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_21160000_21170000,0,13,0.00016962883216848132,0.5659999567638938
sq0016_21190000_21200000,0,9,0.003823034358582083,0.4669667243342232
sq0016_21200000_21210000,0,9,0.003823034358582083,0.4669667243342232
sq0016_21210000_21220000,0,13,0.00016962883216848132,0.5659999567638938
sq0016_21320000_21330000,0,8,0.007850313216069148,0.4366480030862637
sq0016_21600000_21610000,0,9,0.003823034358582083,0.4669667243342232
sq0016_21610000_21620000,0,6,0.03142434652178249,0.36563621206356534
sq0016_21660000_21670000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_21840000_21850000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_23380000_23390000,0,8,0.007850313216069148,0.4366480030862637
sq0016_23810000_23820000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_23820000_23830000,0,11,0.0008486361383012883,0.5202268683827087
sq0016_23830000_23840000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_23840000_23850000,0,6,0.03142434652178249,0.36563621206356534
sq0016_24020000_24030000,0,13,0.00016962883216848132,0.5659999567638938
sq0016_24030000_24040000,0,9,0.003823034358582083,0.4669667243342232
sq0016_24170000_24180000,0,9,0.003823034358582083,0.4669667243342232
sq0016_24270000_24280000,0,8,0.007850313216069148,0.4366480030862637
sq0016_24850000_24860000,0,7,0.015826016947418548,0.4031478844100375
sq0016_25710000_25720000,0,6,0.03142434652178249,0.36563621206356534
sq0016_25850000_25860000,0,8,0.007850313216069148,0.4366480030862637
sq0016_25980000_25990000,0,6,0.03142434652178249,0.36563621206356534
sq0016_26720000_26730000,0,9,0.003823034358582083,0.4669667243342232
sq0016_26730000_26740000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_26760000_26770000,0,9,0.003823034358582083,0.4669667243342232
sq0016_27340000_27350000,0,9,0.003823034358582083,0.4669667243342232
sq0016_27360000_27370000,0,10,0.0018227351663913953,0.4946847389363815
sq0016_27440000_27450000,0,8,0.007850313216069148,0.4366480030862637
sq0016_27570000_27580000,0,6,0.03142434652178249,0.36563621206356534
sq0016_28720000_28730000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0016_28780000_28790000,0,9,0.003823034358582083,0.4669667243342232
sq0016_29950000_29960000,0,6,0.03142434652178249,0.36563621206356534
sq0016_35340000_35350000,0,12,0.0003848878012656882,0.5439149940775636
sq0016_35570000_35580000,0,9,0.003823034358582083,0.4669667243342232
sq0017_4870000_4880000,0,10,0.0018227351663913953,0.4946847389363815
sq0017_4880000_4890000,0,10,0.0018227351663913953,0.4946847389363815
sq0017_5500000_5510000,0,8,0.007850313216069148,0.4366480030862637
sq0017_5730000_5740000,0,6,0.03142434652178249,0.36563621206356534
sq0017_5740000_5750000,0,8,0.007850313216069148,0.4366480030862637
sq0017_6950000_6960000,0,9,0.003823034358582083,0.4669667243342232
sq0017_7910000_7920000,0,14,7.246616608760606e-05,0.5866817871284814
sq0017_8390000_8400000,0,10,0.0018227351663913953,0.4946847389363815
sq0017_8540000_8550000,0,6,0.03142434652178249,0.36563621206356534
sq0017_8550000_8560000,0,9,0.003823034358582083,0.4669667243342232
sq0017_9240000_9250000,0,7,0.015826016947418548,0.4031478844100375
sq0017_9260000_9270000,0,8,0.007850313216069148,0.4366480030862637
sq0017_9270000_9280000,0,7,0.015826016947418548,0.4031478844100375
sq0017_9410000_9420000,0,12,0.0003848878012656882,0.5439149940775636
sq0017_9590000_9600000,0,6,0.03142434652178249,0.36563621206356534
sq0017_10000000_10010000,0,9,0.003823034358582083,0.4669667243342232
sq0017_10040000_10050000,0,6,0.03142434652178249,0.36563621206356534
sq0017_10130000_10140000,0,8,0.007850313216069148,0.4366480030862637
sq0017_11080000_11090000,0,8,0.007850313216069148,0.4366480030862637
sq0017_11460000_11470000,0,8,0.007850313216069148,0.4366480030862637
sq0017_14130000_14140000,0,11,0.0008486361383012883,0.5202268683827087
sq0017_15370000_15380000,0,8,0.007850313216069148,0.4366480030862637
sq0017_15580000_15590000,0,6,0.03142434652178249,0.36563621206356534
sq0017_15590000_15600000,0,8,0.007850313216069148,0.4366480030862637
sq0017_15890000_15900000,0,11,0.0008486361383012883,0.5202268683827087
sq0018_520000_530000,0,6,0.03142434652178249,0.36563621206356534
sq0018_940000_950000,0,8,0.007850313216069148,0.4366480030862637
sq0018_1030000_1040000,0,6,0.03142434652178249,0.36563621206356534
sq0018_1300000_1310000,0,7,0.015826016947418548,0.4031478844100375
sq0018_1310000_1320000,0,14,7.246616608760606e-05,0.5866817871284814
sq0018_2550000_2560000,0,12,0.0003848878012656882,0.5439149940775636
sq0018_2560000_2570000,0,12,0.0003848878012656882,0.5439149940775636
sq0018_2930000_2940000,0,14,7.246616608760606e-05,0.5866817871284814
sq0018_3350000_3360000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_3430000_3440000,0,7,0.015826016947418548,0.4031478844100375
sq0018_5410000_5420000,0,7,0.015826016947418548,0.4031478844100375
sq0018_5490000_5500000,0,8,0.007850313216069148,0.4366480030862637
sq0018_5730000_5740000,0,12,0.0003848878012656882,0.5439149940775636
sq0018_5810000_5820000,0,7,0.015826016947418548,0.4031478844100375
sq0018_5890000_5900000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_6610000_6620000,0,7,0.015826016947418548,0.4031478844100375
sq0018_7100000_7110000,0,7,0.015826016947418548,0.4031478844100375
sq0018_7220000_7230000,0,7,0.015826016947418548,0.4031478844100375
sq0018_8090000_8100000,0,6,0.03142434652178249,0.36563621206356534
sq0018_8250000_8260000,0,8,0.007850313216069148,0.4366480030862637
sq0018_8410000_8420000,0,6,0.03142434652178249,0.36563621206356534
sq0018_9230000_9240000,0,7,0.015826016947418548,0.4031478844100375
sq0018_9390000_9400000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0018_9850000_9860000,0,11,0.0008486361383012883,0.5202268683827087
sq0018_10230000_10240000,0,7,0.015826016947418548,0.4031478844100375
sq0018_10780000_10790000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_12160000_12170000,0,9,0.003823034358582083,0.4669667243342232
sq0018_13620000_13630000,0,7,0.015826016947418548,0.4031478844100375
sq0018_13630000_13640000,0,6,0.03142434652178249,0.36563621206356534
sq0018_14120000_14130000,0,7,0.015826016947418548,0.4031478844100375
sq0018_14130000_14140000,0,7,0.015826016947418548,0.4031478844100375
sq0018_14200000_14210000,0,7,0.015826016947418548,0.4031478844100375
sq0018_14920000_14930000,0,6,0.03142434652178249,0.36563621206356534
sq0018_15280000_15290000,0,8,0.007850313216069148,0.4366480030862637
sq0018_15330000_15340000,0,14,7.246616608760606e-05,0.5866817871284814
sq0018_15370000_15380000,0,6,0.03142434652178249,0.36563621206356534
sq0018_15390000_15400000,0,9,0.003823034358582083,0.4669667243342232
sq0018_15410000_15420000,0,14,7.246616608760606e-05,0.5866817871284814
sq0018_15770000_15780000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_16560000_16570000,0,7,0.015826016947418548,0.4031478844100375
sq0018_17390000_17400000,0,13,0.00016962883216848132,0.5659999567638938
sq0018_17760000_17770000,0,13,0.00016962883216848132,0.5659999567638938
sq0018_18310000_18320000,0,11,0.0008486361383012883,0.5202268683827087
sq0018_18400000_18410000,0,8,0.007850313216069148,0.4366480030862637
sq0018_18730000_18740000,0,14,7.246616608760606e-05,0.5866817871284814
sq0018_20490000_20500000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_21250000_21260000,0,9,0.003823034358582083,0.4669667243342232
sq0018_21690000_21700000,0,8,0.007850313216069148,0.4366480030862637
sq0018_21750000_21760000,0,8,0.007850313216069148,0.4366480030862637
sq0018_21780000_21790000,0,6,0.03142434652178249,0.36563621206356534
sq0018_21930000_21940000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0018_21940000_21950000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0018_21950000_21960000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_22530000_22540000,0,8,0.007850313216069148,0.4366480030862637
sq0018_22600000_22610000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_22790000_22800000,0,6,0.03142434652178249,0.36563621206356534
sq0018_23490000_23500000,0,11,0.0008486361383012883,0.5202268683827087
sq0018_23790000_23800000,0,7,0.015826016947418548,0.4031478844100375
sq0018_24570000_24580000,0,11,0.0008486361383012883,0.5202268683827087
sq0018_25410000_25420000,0,7,0.015826016947418548,0.4031478844100375
sq0018_26440000_26450000,0,9,0.003823034358582083,0.4669667243342232
sq0018_26620000_26630000,0,9,0.003823034358582083,0.4669667243342232
sq0018_29000000_29010000,0,11,0.0008486361383012883,0.5202268683827087
sq0018_29020000_29030000,0,8,0.007850313216069148,0.4366480030862637
sq0018_29030000_29040000,0,9,0.003823034358582083,0.4669667243342232
sq0018_31290000_31300000,0,10,0.0018227351663913953,0.4946847389363815
sq0018_31320000_31330000,0,6,0.03142434652178249,0.36563621206356534
sq0019_3990000_4000000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0019_5630000_5640000,0,6,0.03142434652178249,0.36563621206356534
sq0019_6680000_6690000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0019_6850000_6860000,0,9,0.003823034358582083,0.4669667243342232
sq0019_7430000_7440000,0,8,0.007850313216069148,0.4366480030862637
sq0019_8170000_8180000,0,11,0.0008486361383012883,0.5202268683827087
sq0019_8620000_8630000,0,14,7.246616608760606e-05,0.5866817871284814
sq0019_8680000_8690000,0,9,0.003823034358582083,0.4669667243342232
sq0019_8740000_8750000,0,9,0.003823034358582083,0.4669667243342232
sq0019_9190000_9200000,0,9,0.003823034358582083,0.4669667243342232
sq0019_9530000_9540000,0,8,0.007850313216069148,0.4366480030862637
sq0019_9690000_9700000,0,12,0.0003848878012656882,0.5439149940775636
sq0019_10300000_10310000,0,12,0.0003848878012656882,0.5439149940775636
sq0019_10320000_10330000,0,13,0.00016962883216848132,0.5659999567638938
sq0019_11500000_11510000,0,6,0.03142434652178249,0.36563621206356534
sq0019_11760000_11770000,0,8,0.007850313216069148,0.4366480030862637
sq0019_12960000_12970000,0,9,0.003823034358582083,0.4669667243342232
sq0019_14750000_14760000,0,7,0.015826016947418548,0.4031478844100375
sq0019_15150000_15160000,0,7,0.015826016947418548,0.4031478844100375
sq0019_15230000_15240000,0,7,0.015826016947418548,0.4031478844100375
sq0019_15370000_15380000,0,6,0.03142434652178249,0.36563621206356534
sq0019_15410000_15420000,0,9,0.003823034358582083,0.4669667243342232
sq0019_15430000_15440000,0,9,0.003823034358582083,0.4669667243342232
sq0019_15590000_15600000,0,7,0.015826016947418548,0.4031478844100375
sq0019_17430000_17440000,0,8,0.007850313216069148,0.4366480030862637
sq0019_18500000_18510000,0,10,0.0018227351663913953,0.4946847389363815
sq0019_18950000_18960000,0,10,0.0018227351663913953,0.4946847389363815
sq0019_19320000_19330000,0,11,0.0008486361383012883,0.5202268683827087
sq0019_20700000_20710000,0,10,0.0018227351663913953,0.4946847389363815
sq0019_20970000_20980000,0,8,0.007850313216069148,0.4366480030862637
sq0019_21300000_21310000,0,10,0.0018227351663913953,0.4946847389363815
sq0019_21320000_21330000,0,10,0.0018227351663913953,0.4946847389363815
sq0019_24920000_24930000,0,10,0.0018227351663913953,0.4946847389363815
sq0019_25130000_25140000,0,9,0.003823034358582083,0.4669667243342232
sq0019_26080000_26090000,0,7,0.015826016947418548,0.4031478844100375
sq0020_1590000_1600000,0,6,0.03142434652178249,0.36563621206356534
sq0020_2810000_2820000,0,7,0.015826016947418548,0.4031478844100375
sq0020_4270000_4280000,0,8,0.007850313216069148,0.4366480030862637
sq0020_5270000_5280000,0,14,7.246616608760606e-05,0.5866817871284814
sq0020_7810000_7820000,0,7,0.015826016947418548,0.4031478844100375
sq0020_7880000_7890000,0,6,0.03142434652178249,0.36563621206356534
sq0020_8200000_8210000,0,12,0.0003848878012656882,0.5439149940775636
sq0020_8390000_8400000,0,11,0.0008486361383012883,0.5202268683827087
sq0020_8420000_8430000,0,6,0.03142434652178249,0.36563621206356534
sq0020_8850000_8860000,0,6,0.03142434652178249,0.36563621206356534
sq0020_10080000_10090000,0,9,0.003823034358582083,0.4669667243342232
sq0020_10280000_10290000,0,9,0.003823034358582083,0.4669667243342232
sq0020_13070000_13080000,0,7,0.015826016947418548,0.4031478844100375
sq0020_15160000_15170000,0,8,0.007850313216069148,0.4366480030862637
sq0020_15230000_15240000,0,6,0.03142434652178249,0.36563621206356534
sq0020_15240000_15250000,0,6,0.03142434652178249,0.36563621206356534
sq0020_15990000_16000000,0,13,0.00016962883216848132,0.5659999567638938
sq0020_16250000_16260000,0,11,0.0008486361383012883,0.5202268683827087
sq0020_17010000_17020000,0,8,0.007850313216069148,0.4366480030862637
sq0020_17020000_17030000,0,10,0.0018227351663913953,0.4946847389363815
sq0020_18090000_18100000,0,12,0.0003848878012656882,0.5439149940775636
sq0020_18360000_18370000,0,12,0.0003848878012656882,0.5439149940775636
sq0020_19850000_19860000,0,8,0.007850313216069148,0.4366480030862637
sq0020_19880000_19890000,0,12,0.0003848878012656882,0.5439149940775636
sq0020_20720000_20730000,0,6,0.03142434652178249,0.36563621206356534
sq0020_21120000_21130000,0,6,0.03142434652178249,0.36563621206356534
sq0020_22860000_22870000,0,7,0.015826016947418548,0.4031478844100375
sq0020_23670000_23680000,0,6,0.03142434652178249,0.36563621206356534
sq0020_24010000_24020000,0,8,0.007850313216069148,0.4366480030862637
sq0020_24750000_24760000,0,8,0.007850313216069148,0.4366480030862637
sq0020_24980000_24990000,0,11,0.0008486361383012883,0.5202268683827087
sq0020_25010000_25020000,0,6,0.03142434652178249,0.36563621206356534
sq0020_25080000_25090000,0,12,0.0003848878012656882,0.5439149940775636
sq0020_25420000_25430000,0,8,0.007850313216069148,0.4366480030862637
sq0020_27930000_27940000,0,7,0.015826016947418548,0.4031478844100375
sq0020_28080000_28090000,0,6,0.03142434652178249,0.36563621206356534
sq0020_28650000_28660000,0,9,0.003823034358582083,0.4669667243342232
sq0020_29450000_29460000,0,13,0.00016962883216848132,0.5659999567638938
sq0021_830000_840000,0,8,0.007850313216069148,0.4366480030862637
sq0021_1160000_1170000,0,9,0.003823034358582083,0.4669667243342232
